,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,last_flag,attack_class,protocol_type_tcp,protocol_type_udp,service_X11,service_Z39_50,service_aol,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_harvest,service_hostnames,service_http,service_http_2784,service_http_443,service_http_8001,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tftp_u,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,attack_buffer_overflow,attack_ftp_write,attack_guess_passwd,attack_imap,attack_ipsweep,attack_land,attack_loadmodule,attack_multihop,attack_neptune,attack_nmap,attack_normal,attack_perl,attack_phf,attack_pod,attack_portsweep,attack_rootkit,attack_satan,attack_smurf,attack_spy,attack_teardrop,attack_warezclient,attack_warezmaster
root_shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su_attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
num_root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
num_file_creations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
num_shells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
num_access_files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
num_outbound_cmds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_host_login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
is_guest_login,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
count,-0.09924402933943775,-0.10527050367019657,-0.23721376140251543,,,,-0.10053984962719083,,-0.5397616874257493,-0.07176323881773815,,,,,,,,,,1.0,0.46949070494403683,0.4575534535991868,0.45208938994812176,0.16105437437640896,0.1629898886234681,-0.628024194098995,0.22263384761476712,-0.26306332843330754,0.4680911205090407,-0.3959786466242495,-0.47396394626990623,0.1674543857992017,-0.13822829703965148,-0.2277750313009934,0.4590443725315676,0.4608066351631781,0.17832472731953788,0.16770688526739863,-0.048013350208616315,0.4124347892763042,-0.04854628353903128,-0.00885499306710889,-0.014379934937970391,0.09353373905346356,0.014854641442537533,0.06495222901766934,0.08849412181479986,0.02245382372618272,0.07160146474916852,0.07363814932007222,0.07477688752206985,0.07468079298378644,0.07504572896008384,0.06290316754689179,0.06369470113870675,-0.14070499696778416,0.33206733444717945,0.019349688951508872,0.018230525035424074,-0.012659488268505402,-0.018201725062068314,-0.12141767128803752,0.07175669518894269,0.014819844228670585,0.07561750777657181,-0.4291158126853725,0.010454565508160787,0.025247072622989707,0.01481984422867071,0.09108754997776265,0.09513835568067032,0.015288275355839046,0.011785534584643525,0.03458465423390958,0.07272445868905655,0.01733501473672315,0.06871943287897406,0.06491065367983351,0.059350883886373725,0.051785448746662646,0.057667059260951746,0.052975042377883454,0.022442903089652185,0.04314233968220792,-0.025983042122992808,0.08748067386113635,0.0023378877469713657,0.03039489794071574,-0.0094982118555511,0.006807395880550472,0.19281582948646006,-0.005479530135593871,0.022655822122484237,0.020242349840514023,0.0050490118430046955,-0.16947387834858785,0.03362949276799838,0.04226812518567986,0.05809603875476641,0.06568213772648346,0.06903359694362915,-0.02984558320087141,-0.0016667131900451062,-0.005679618880538442,0.06447509016997695,-0.006443431051229805,-0.044219524587754994,0.023850994495471557,0.08455500122719861,0.08088902907644747,0.08099649475224062,0.19903131707715202,0.06474225104205893,0.010327014598937298,-0.08311274785762086,0.46158919752283345,-0.03838143469453568,-0.021662710459076803,-0.013409980109024501,-0.518343280203683,-0.03290343261842186,-0.010109920791016538,-0.005784013008335522,-0.01479552094351598,-0.006693408537694133,-0.12441829413993348,-0.008218171502543767,-0.006085684523701694,-0.00541042727341595,0.5403575428600446,-0.07902325179386865,-0.5764420778807791,-0.0035418998388331837,-0.004089849884375252,-0.027628465353960074,-0.06857019580624965,-0.00645899333252295,0.20265027960952528,0.37425808823681983,-0.0028919376296513847,-0.016979131844430798,-0.06101225061837014,-0.009129256261370814
